ExpDay,Treatment,mesocosm,Species,Genus,abund,size_fract,label,fun_grp,biovolume
0,D,11,Plagioselmis,Plagioselmis,878.85,small,CryRho000_3202546,I,541.41441159585
0,D,11,Centrales,Centrales,403.2,small,BacCyc000_3193095,VI,0.00236318321949881
0,D,11,Cryptomonas,Cryptomonas,72.45,small,CryCry000_3202413,V,0.398027905928526
0,D,11,Golenkinia,Golenkinia,3.15,small,ChlGolrad_2641100,IV,6755.68084227949
0,D,11,Merismopedia,Merismopedia,9.45,small,CyaMer000_0000000,I,1338.07646276977
0,D,11,Chrysochromulina,Chrysochromulina,15.75,small,PryChr000_3202213,I,6.36031360045307
0,D,11,Quadrigula,Quadrigula,6.3,small,ChlQua000_2641259,IV,6947.00383488311
0,D,11,Chlamydomonas,Chlamydomonas,6.3,small,ChlChl000_5271004,I,0.0774580925085368
0,E,9,Plagioselmis,Plagioselmis,647.854166666667,small,CryRho000_3202546,I,399.109725716281
0,E,9,Centrales,Centrales,408.375,small,BacCyc000_3193095,VI,0.00239351425412408
0,E,9,Cryptomonas,Cryptomonas,85.7083333333333,small,CryCry000_3202413,V,0.470866921149631
0,E,9,Chrysochromulina,Chrysochromulina,2.52083333333333,small,PryChr000_3202213,I,1.01798670060161
0,E,9,Chlamydomonas,Chlamydomonas,70.5833333333333,small,ChlChl000_5271004,I,0.867817517919718
0,E,9,Merismopedia,Merismopedia,17.6458333333333,small,CyaMer000_0000000,I,2498.56870362874
0,E,9,Koliella,Koliella,2.52083333333333,small,TreKollon_2638730,IV,2.8046315896317e-07
0,I,12,Plagioselmis,Plagioselmis,425.618181818182,small,CryRho000_3202546,I,262.201533223629
0,I,12,Centrales,Centrales,210.722727272727,small,BacCyc000_3193095,VI,0.00123506054825876
0,I,12,Cryptomonas,Cryptomonas,85.5409090909091,small,CryCry000_3202413,V,0.469947121003133
0,I,12,Chrysochromulina,Chrysochromulina,6.25909090909091,small,PryChr000_3202213,I,2.52760514511511
0,I,12,Chlamydomonas,Chlamydomonas,39.6409090909091,small,ChlChl000_5271004,I,0.487382413251767
0,I,12,Golenkinia,Golenkinia,2.08636363636364,small,ChlGolrad_2641100,IV,4474.54185657473
0,I,12,Tetraedron,Tetraedron,4.17272727272727,small,ChlTet000_2672378,IV,112.663636363636
0,I,12,Oocystis,Oocystis,2.08636363636364,small,TreOoc000_2641454,IV,0.0498543215500839
0,I,12,Merismopedia,Merismopedia,4.17272727272727,small,CyaMer000_0000000,I,590.838957586652
0,C,16,Plagioselmis,Plagioselmis,576.065217391304,small,CryRho000_3202546,I,354.884235893211
0,C,16,Cryptomonas,Cryptomonas,39.4565217391304,small,CryCry000_3202413,V,0.216767380580393
0,C,16,Centrales,Centrales,220.95652173913,small,BacCyc000_3193095,VI,0.00129504152880143
0,C,16,Chlamydomonas,Chlamydomonas,55.2391304347826,small,ChlChl000_5271004,I,0.679161535763258
0,C,16,Chrysochromulina,Chrysochromulina,76.2826086956522,small,PryChr000_3202213,I,30.8051627660315
0,C,16,Merismopedia,Merismopedia,10.5217391304348,small,CyaMer000_0000000,I,1489.82978601465
0,C,16,Elakatothrix,Elakatothrix,10.5217391304348,small,KleElagel_2641001,IV,0.298749535693618
0,C,1,Cryptomonas,Cryptomonas,70.06,small,CryCry000_3202413,V,0.384897654787475
0,C,1,Plagioselmis,Plagioselmis,474.6,small,CryRho000_3202546,I,292.376719284736
0,C,1,Centrales,Centrales,128.82,small,BacCyc000_3193095,VI,0.000755022972063088
0,C,1,Chlamydomonas,Chlamydomonas,58.76,small,ChlChl000_5271004,I,0.722450399333591
0,C,1,Chrysochromulina,Chrysochromulina,110.74,small,PryChr000_3202213,I,44.7200716262967
0,C,1,Eudorina,Eudorina,2.26,small,ChlEud000_0000000,VII,5.54390925761886e-07
0,C,1,Desmodesmus,Desmodesmus,2.26,small,ChlDes000_2652440,IV,3.67819241810552e-07
0,C,1,Merismopedia,Merismopedia,9.04,small,CyaMer000_0000000,I,1280.02235168664
0,D,2,Plagioselmis,Plagioselmis,637.884615384615,small,CryRho000_3202546,I,392.967996477791
0,D,2,Centrales,Centrales,235.480769230769,small,BacCyc000_3193095,VI,0.00138016915268062
0,D,2,Chrysochromulina,Chrysochromulina,95.3846153846154,small,PryChr000_3202213,I,38.5191153336352
0,D,2,Quadrigula,Quadrigula,14.9038461538462,small,ChlQua000_2641259,IV,16434.4565690916
0,D,2,Cryptomonas,Cryptomonas,125.192307692308,small,CryCry000_3202413,V,0.687785121727108
0,D,2,Chlamydomonas,Chlamydomonas,83.4615384615385,small,ChlChl000_5271004,I,1.02615421699344
0,D,2,Merismopedia,Merismopedia,23.8461538461538,small,CyaMer000_0000000,I,3376.50552265876
0,E,15,Merismopedia,Merismopedia,14.6130952380952,small,CyaMer000_0000000,I,2069.1469615141
0,E,15,Plagioselmis,Plagioselmis,634.208333333333,small,CryRho000_3202546,I,390.703227650738
0,E,15,Chrysochromulina,Chrysochromulina,75.9880952380952,small,PryChr000_3202213,I,30.6862295628813
0,E,15,Centrales,Centrales,324.410714285714,small,BacCyc000_3193095,VI,0.00190139374063895
0,E,15,Chlamydomonas,Chlamydomonas,58.4523809523809,small,ChlChl000_5271004,I,0.718668243040279
0,E,15,Cryptomonas,Cryptomonas,37.9940476190476,small,CryCry000_3202413,V,0.208732797951114
0,E,15,Quadrigula,Quadrigula,14.6130952380952,small,ChlQua000_2641259,IV,16113.845818819
0,I,5,Plagioselmis,Plagioselmis,805.095588235294,small,CryRho000_3202546,I,495.978101135378
0,I,5,Centrales,Centrales,252.720588235294,small,BacCyc000_3193095,VI,0.00148121292990951
0,I,5,Chlamydomonas,Chlamydomonas,176.904411764706,small,ChlChl000_5271004,I,2.17502830026014
0,I,5,Chrysochromulina,Chrysochromulina,122.75,small,PryChr000_3202213,I,49.570063140039
0,I,5,Quadrigula,Quadrigula,36.1029411764706,small,ChlQua000_2641259,IV,39810.6779053175
0,I,5,Cryptomonas,Cryptomonas,108.308823529412,small,CryCry000_3202413,V,0.595030148005439
0,I,5,Merismopedia,Merismopedia,7.22058823529412,small,CyaMer000_0000000,I,1022.40202804226
0,I,5,Oocystis,Oocystis,7.22058823529412,small,TreOoc000_2641454,IV,0.172538248553122
0,C,10,Plagioselmis,Plagioselmis,870.912,small,CryRho000_3202546,I,536.524216910468
0,C,10,Cryptomonas,Cryptomonas,120.96,small,CryCry000_3202413,V,0.664533547289365
0,C,10,Centrales,Centrales,391.104,small,BacCyc000_3193095,VI,0.00229228772291385
0,C,10,Chlamydomonas,Chlamydomonas,72.576,small,ChlChl000_5271004,I,0.892317225698344
0,C,10,Chrysochromulina,Chrysochromulina,80.64,small,PryChr000_3202213,I,32.5648056343197
0,C,10,Merismopedia,Merismopedia,24.192,small,CyaMer000_0000000,I,3425.47574469061
0,C,10,Cosmarium,Cosmarium,4.032,small,ZygCos000_2648709,IV,0.0218457524799001
0,C,10,Quadrigula,Quadrigula,8.064,small,ChlQua000_2641259,IV,8892.16490865038
0,E,6,Plagioselmis,Plagioselmis,619.52,small,CryRho000_3202546,I,381.654498801685
0,E,6,Cryptomonas,Cryptomonas,129.066666666667,small,CryCry000_3202413,V,0.709070187142974
0,E,6,Chlamydomonas,Chlamydomonas,100.026666666667,small,ChlChl000_5271004,I,1.22982139682337
0,E,6,Chrysochromulina,Chrysochromulina,109.706666666667,small,PryChr000_3202213,I,44.3027812101823
0,E,6,Centrales,Centrales,306.533333333333,small,BacCyc000_3193095,VI,0.0017966131685277
0,E,6,Quadrigula,Quadrigula,12.9066666666667,small,ChlQua000_2641259,IV,14232.1687029986
0,E,6,Oocystis,Oocystis,22.5866666666667,small,TreOoc000_2641454,IV,0.539715571685846
0,E,6,Merismopedia,Merismopedia,19.36,small,CyaMer000_0000000,I,2741.28680626696
0,D,8,Cryptomonas,Cryptomonas,55.08,small,CryCry000_3202413,V,0.302600097426408
0,D,8,Chlamydomonas,Chlamydomonas,64.26,small,ChlChl000_5271004,I,0.790072543587075
0,D,8,Plagioselmis,Plagioselmis,447.525,small,CryRho000_3202546,I,275.697200374845
0,D,8,Centrales,Centrales,234.09,small,BacCyc000_3193095,VI,0.00137201775757063
0,D,8,Quadrigula,Quadrigula,11.475,small,ChlQua000_2641259,IV,12653.4712706799
0,D,8,Chrysochromulina,Chrysochromulina,112.455,small,PryChr000_3202213,I,45.4126391072349
0,D,8,Merismopedia,Merismopedia,9.18,small,CyaMer000_0000000,I,1299.84570669064
0,D,8,Tetraedron,Tetraedron,2.295,small,ChlTet000_2672378,IV,61.965
0,D,8,Oocystis,Oocystis,2.295,small,TreOoc000_2641454,IV,0.0548397537050922
0,I,3,Cryptomonas,Cryptomonas,116.25,small,CryCry000_3202413,V,0.638657613032314
0,I,3,Chlamydomonas,Chlamydomonas,155,small,ChlChl000_5271004,I,1.90571497441638
0,I,3,Plagioselmis,Plagioselmis,584.772727272727,small,CryRho000_3202546,I,360.248486150838
0,I,3,Centrales,Centrales,440.340909090909,small,BacCyc000_3193095,VI,0.00258086866870657
0,I,3,Chrysochromulina,Chrysochromulina,151.477272727273,small,PryChr000_3202213,I,61.1709814531309
0,I,3,Merismopedia,Merismopedia,7.04545454545455,small,CyaMer000_0000000,I,997.603904421908
0,I,3,Quadrigula,Quadrigula,14.0909090909091,small,ChlQua000_2641259,IV,15538.031665323
0,I,3,Tetraedron,Tetraedron,3.52272727272727,small,ChlTet000_2672378,IV,95.1136363636364
0,I,14,Cryptomonas,Cryptomonas,62.7388888888889,small,CryCry000_3202413,V,0.344676722770558
0,I,14,Plagioselmis,Plagioselmis,529.188888888889,small,CryRho000_3202546,I,326.006134039756
0,I,14,Centrales,Centrales,433.716666666667,small,BacCyc000_3193095,VI,0.0025420435235209
0,I,14,Chrysochromulina,Chrysochromulina,73.65,small,PryChr000_3202213,I,29.7420378840234
0,I,14,Quadrigula,Quadrigula,35.4611111111111,small,ChlQua000_2641259,IV,39102.9325203341
0,I,14,Chlamydomonas,Chlamydomonas,60.0111111111111,small,ChlChl000_5271004,I,0.737832729521353
0,I,14,Merismopedia,Merismopedia,13.6388888888889,small,CyaMer000_0000000,I,1931.2038307465
0,I,14,Ankyra,Ankyra,2.72777777777778,small,ChlAnkjud_2642105,IV,0.567170444502475
0,E,4,Cryptomonas,Cryptomonas,87.8888888888889,small,CryCry000_3202413,V,0.48284652034271
0,E,4,Plagioselmis,Plagioselmis,455.138888888889,small,CryRho000_3202546,I,280.387726827293
0,E,4,Chrysochromulina,Chrysochromulina,78.4722222222222,small,PryChr000_3202213,I,31.6893931592238
0,E,4,Chlamydomonas,Chlamydomonas,94.1666666666667,small,ChlChl000_5271004,I,1.15777307585511
0,E,4,Centrales,Centrales,404.916666666667,small,BacCyc000_3193095,VI,0.00237324472212813
0,E,4,Quadrigula,Quadrigula,15.6944444444444,small,ChlQua000_2641259,IV,17306.2485304628
0,D,13,Plagioselmis,Plagioselmis,553.349206349206,small,CryRho000_3202546,I,340.890066521689
0,D,13,Chlamydomonas,Chlamydomonas,179.253968253968,small,ChlChl000_5271004,I,2.20391594532352
0,D,13,Centrales,Centrales,736.5,small,BacCyc000_3193095,VI,0.00431667768145059
0,D,13,Chrysochromulina,Chrysochromulina,66.2460317460317,small,PryChr000_3202213,I,26.7520975676401
0,D,13,Cryptomonas,Cryptomonas,54.5555555555556,small,CryCry000_3202413,V,0.299718889365703
0,D,13,Merismopedia,Merismopedia,15.5873015873016,small,CyaMer000_0000000,I,2207.09009228171
0,D,13,Quadrigula,Quadrigula,15.5873015873016,small,ChlQua000_2641259,IV,17188.1022067403
0,D,13,Desmodesmus,Desmodesmus,7.79365079365079,small,ChlDes000_2652440,IV,1.26843129462692e-06
0,D,13,Elakatothrix,Elakatothrix,3.8968253968254,small,KleElagel_2641001,IV,0.11064471030395
20,C,7,Merismopedia,Merismopedia,70.7264150943396,small,CyaMer000_0000000,I,10014.5345326794
20,C,7,Plagioselmis,Plagioselmis,118.358490566038,small,CryRho000_3202546,I,72.914595809506
20,C,7,Centrales,Centrales,242.490566037736,small,BacCyc000_3193095,VI,0.00142125405889669
20,C,7,Cryptomonas,Cryptomonas,7.21698113207547,small,CryCry000_3202413,V,0.0396488597256823
20,C,7,Chlamydomonas,Chlamydomonas,12.9905660377358,small,ChlChl000_5271004,I,0.159718169188762
20,C,7,Quadrigula,Quadrigula,28.8679245283019,small,ChlQua000_2641259,IV,31832.6321274967
20,C,7,Chrysochromulina,Chrysochromulina,37.5283018867925,small,PryChr000_3202213,I,15.1550329455539
20,C,7,Elakatothrix,Elakatothrix,12.9905660377358,small,KleElagel_2641001,IV,0.368848298181529
20,C,7,Tetraedron,Tetraedron,1.44339622641509,small,ChlTet000_2672378,IV,38.9716981132075
20,I,3,Merismopedia,Merismopedia,66.55,small,CyaMer000_0000000,I,9423.17339654268
20,I,3,Oocystis,Oocystis,12.1,small,TreOoc000_2641454,IV,0.28913334197456
20,I,3,Quadrigula,Quadrigula,26.2166666666667,small,ChlQua000_2641259,IV,28909.092677966
20,I,3,Centrales,Centrales,52.4333333333333,small,BacCyc000_3193095,VI,0.000307315410406054
20,I,3,Desmodesmus,Desmodesmus,110.916666666667,small,ChlDes000_2652440,IV,1.8051895680304e-05
20,I,3,Cryptomonas,Cryptomonas,24.2,small,CryCry000_3202413,V,0.132950660089308
20,I,3,Chlamydomonas,Chlamydomonas,16.1333333333333,small,ChlChl000_5271004,I,0.198358289810221
20,I,3,Chrysochromulina,Chrysochromulina,14.1166666666667,small,PryChr000_3202213,I,5.70072552336904
20,I,3,Elakatothrix,Elakatothrix,82.6833333333333,small,KleElagel_2641001,IV,2.34767343465902
20,I,3,Plagioselmis,Plagioselmis,24.2,small,CryRho000_3202546,I,14.9083788594408
20,I,3,Ankyra,Ankyra,14.1166666666667,small,ChlAnkjud_2642105,IV,2.93519368529692
20,I,3,Coelastrum,Coelastrum,4.03333333333333,small,ChlCoe000_7749802,IV,0.0354825547611469
20,I,3,Sphaerocystis,Sphaerocystis,4.03333333333333,small,ChlSph000_2639562,I,2.52703987498739e-07
20,D,8,Chrysochromulina,Chrysochromulina,30,small,PryChr000_3202213,I,12.114883048482
20,D,8,Merismopedia,Merismopedia,54,small,CyaMer000_0000000,I,7646.15121582727
20,D,8,Elakatothrix,Elakatothrix,12,small,KleElagel_2641001,IV,0.340722610956358
20,D,8,Centrales,Centrales,66,small,BacCyc000_3193095,VI,0.000386830586525103
20,D,8,Cryptomonas,Cryptomonas,18,small,CryCry000_3202413,V,0.0988889207275842
20,D,8,Quadrigula,Quadrigula,6,small,ChlQua000_2641259,IV,6616.1941284601
20,D,8,Plagioselmis,Plagioselmis,6,small,CryRho000_3202546,I,3.69629227920021
20,D,8,Oocystis,Oocystis,12,small,TreOoc000_2641454,IV,0.286743810222705
20,D,8,Desmodesmus,Desmodesmus,12,small,ChlDes000_2652440,IV,1.95302252288789e-06
20,D,8,Chlamydomonas,Chlamydomonas,6,small,ChlChl000_5271004,I,0.0737696119128922
20,E,6,Quadrigula,Quadrigula,67.1666666666667,small,ChlQua000_2641259,IV,74064.6176047062
20,E,6,Merismopedia,Merismopedia,82.6666666666667,small,CyaMer000_0000000,I,11705.2191452171
20,E,6,Desmodesmus,Desmodesmus,69.75,small,ChlDes000_2652440,IV,1.13519434142858e-05
20,E,6,Cryptomonas,Cryptomonas,165.333333333333,small,CryCry000_3202413,V,0.908313049645958
20,E,6,Plagioselmis,Plagioselmis,294.5,small,CryRho000_3202546,I,181.42634603741
20,E,6,Centrales,Centrales,116.25,small,BacCyc000_3193095,VI,0.000681349328538535
20,E,6,Sphaerocystis,Sphaerocystis,12.9166666666667,small,ChlSph000_2639562,I,8.09279298807944e-07
20,E,6,Elakatothrix,Elakatothrix,43.9166666666667,small,KleElagel_2641001,IV,1.24695011093056
20,E,6,Chrysochromulina,Chrysochromulina,10.3333333333333,small,PryChr000_3202213,I,4.17290416114381
20,E,6,Ankyra,Ankyra,12.9166666666667,small,ChlAnkjud_2642105,IV,2.68568489504736
20,E,6,Chlamydomonas,Chlamydomonas,28.4166666666667,small,ChlChl000_5271004,I,0.349381078643003
20,E,6,Oocystis,Oocystis,18.0833333333333,small,TreOoc000_2641454,IV,0.432106991793937
20,E,6,Snowella,Snowella,2.58333333333333,small,CyaSno000_3217087,I,2.21302918606443
20,I,14,Sphaerocystis,Sphaerocystis,15.481981981982,small,ChlSph000_2639562,I,9.70006259809208e-07
20,I,14,Desmodesmus,Desmodesmus,117.220720720721,small,ChlDes000_2652440,IV,1.90778923097265e-05
20,I,14,Plagioselmis,Plagioselmis,22.1171171171171,small,CryRho000_3202546,I,13.6252215396945
20,I,14,Centrales,Centrales,115.009009009009,small,BacCyc000_3193095,VI,0.000674075794100392
20,I,14,Chlamydomonas,Chlamydomonas,64.1396396396396,small,ChlChl000_5271004,I,0.788592720741496
20,I,14,Merismopedia,Merismopedia,86.2567567567568,small,CyaMer000_0000000,I,12213.5593620184
20,I,14,Elakatothrix,Elakatothrix,59.7162162162162,small,KleElagel_2641001,IV,1.69555542546863
20,I,14,Cryptomonas,Cryptomonas,55.2927927927928,small,CryCry000_3202413,V,0.303769144627401
20,I,14,Quadrigula,Quadrigula,28.7522522522523,small,ChlQua000_2641259,IV,31705.0804218925
20,I,14,Cryptomonas,Cryptomonas,2.21171171171171,small,CryCry000_3202413,V,0.0121507657850961
20,I,14,Sphaerocystis,Sphaerocystis,2.21171171171171,small,ChlSph000_2639562,I,1.38572322829887e-07
20,I,14,Oocystis,Oocystis,28.7522522522523,small,TreOoc000_2641454,IV,0.687044196941262
20,I,14,Ankyra,Ankyra,11.0585585585586,small,ChlAnkjud_2642105,IV,2.2993396398749
20,I,14,Tetraedron,Tetraedron,2.21171171171171,small,ChlTet000_2672378,IV,59.7162162162162
20,I,14,Coelastrum,Coelastrum,2.21171171171171,small,ChlCoe000_7749802,IV,0.0194571525438051
20,D,11,Plagioselmis,Plagioselmis,38.5426356589147,small,CryRho000_3202546,I,23.7441411010122
20,D,11,Chroomonas,Chroomonas,52.5581395348837,small,CryChr000_3202572,I,33023.2530098276
20,D,11,Merismopedia,Merismopedia,66.5736434108527,small,CyaMer000_0000000,I,9426.52119459152
20,D,11,Quadrigula,Quadrigula,26.2790697674419,small,ChlQua000_2641259,IV,28977.9045161237
20,D,11,Centrales,Centrales,87.5968992248062,small,BacCyc000_3193095,VI,0.00051341151371079
20,D,11,Cryptomonas,Cryptomonas,19.2713178294574,small,CryCry000_3202413,V,0.105873323397405
20,D,11,Chlamydomonas,Chlamydomonas,24.5271317829457,small,ChlChl000_5271004,I,0.301559498827378
20,D,11,Desmodesmus,Desmodesmus,54.3100775193798,small,ChlDes000_2652440,IV,8.83906705126132e-06
20,D,11,Elakatothrix,Elakatothrix,50.8062015503876,small,KleElagel_2641001,IV,1.44256847041859
20,D,11,Koliella,Koliella,3.50387596899225,small,TreKollon_2638730,IV,3.89834627257668e-07
20,D,11,Ankyra,Ankyra,8.75968992248062,small,ChlAnkjud_2642105,IV,1.82134969626618
20,D,11,Sphaerocystis,Sphaerocystis,15.7674418604651,small,ChlSph000_2639562,I,9.87891429122495e-07
20,D,11,Oocystis,Oocystis,26.2790697674419,small,TreOoc000_2641454,IV,0.62794671618538
20,D,11,Chrysochromulina,Chrysochromulina,1.75193798449612,small,PryChr000_3202213,I,0.707484126345462
20,E,4,Cryptomonas,Cryptomonas,41.9395833333333,small,CryCry000_3202413,V,0.230408896199884
20,E,4,Chroomonas,Chroomonas,64.44375,small,CryChr000_3202572,I,40491.2023139554
20,E,4,Elakatothrix,Elakatothrix,9.20625,small,KleElagel_2641001,IV,0.261398128093081
20,E,4,Centrales,Centrales,27.61875,small,BacCyc000_3193095,VI,0.000161875413054397
20,E,4,Plagioselmis,Plagioselmis,91.0395833333333,small,CryRho000_3202546,I,56.0848181627673
20,E,4,Desmodesmus,Desmodesmus,20.4583333333333,small,ChlDes000_2652440,IV,3.32963214839567e-06
20,E,4,Oocystis,Oocystis,12.275,small,TreOoc000_2641454,IV,0.293315022540308
20,E,4,Merismopedia,Merismopedia,56.2604166666667,small,CyaMer000_0000000,I,7966.21580182929
20,E,4,Golenkinia,Golenkinia,4.09166666666667,small,ChlGolrad_2641100,IV,8775.23622634717
20,E,4,Sphaerocystis,Sphaerocystis,5.11458333333333,small,ChlSph000_2639562,I,3.20448496544113e-07
20,E,4,Chlamydomonas,Chlamydomonas,3.06875,small,ChlChl000_5271004,I,0.0377300827596147
20,E,4,Quadrigula,Quadrigula,5.11458333333333,small,ChlQua000_2641259,IV,5639.84603658665
20,E,4,Koliella,Koliella,1.02291666666667,small,TreKollon_2638730,IV,1.1380777772803e-07
20,E,4,Coelastrum,Coelastrum,1.02291666666667,small,ChlCoe000_7749802,IV,0.00899893305150987
20,C,1,Merismopedia,Merismopedia,64.8214285714286,small,CyaMer000_0000000,I,9178.41564598313
20,C,1,Centrales,Centrales,177.178571428571,small,BacCyc000_3193095,VI,0.0010384559197787
20,C,1,Plagioselmis,Plagioselmis,136.845238095238,small,CryRho000_3202546,I,84.3033328361238
20,C,1,Chlamydomonas,Chlamydomonas,11.5238095238095,small,ChlChl000_5271004,I,0.141684492721587
20,C,1,Desmodesmus,Desmodesmus,1.44047619047619,small,ChlDes000_2652440,IV,2.34440203640312e-07
20,C,1,Cryptomonas,Cryptomonas,5.76190476190476,small,CryCry000_3202413,V,0.0316549190688828
20,C,1,Quadrigula,Quadrigula,40.3333333333333,small,ChlQua000_2641259,IV,44475.5271968707
20,C,1,Sphaerocystis,Sphaerocystis,2.88095238095238,small,ChlSph000_2639562,I,1.80502848213385e-07
20,C,1,Sphaerocystis,Sphaerocystis,1.44047619047619,small,ChlSph000_2639562,I,9.02514241066923e-08
20,C,1,Cryptomonas,Cryptomonas,2.88095238095238,small,CryCry000_3202413,V,0.0158274595344414
20,C,1,Chrysochromulina,Chrysochromulina,12.9642857142857,small,PryChr000_3202213,I,5.23536017452259
20,C,1,Elakatothrix,Elakatothrix,2.88095238095238,small,KleElagel_2641001,IV,0.0818004681065859
20,C,1,Ankyra,Ankyra,1.44047619047619,small,ChlAnkjud_2642105,IV,0.299509559724176
20,I,12,Centrales,Centrales,45.2,small,BacCyc000_3193095,VI,0.000264920341074768
20,I,12,Merismopedia,Merismopedia,46.7066666666667,small,CyaMer000_0000000,I,6613.44881704763
